일자,평균기온,최저기온,최고기온,일강수량,최대순간풍속,최대풍속,평균풍속,평균이슬점온도,최소상대습도,평균상대습도,가조시간,평균지면온도,최저초상온도,배추평균가격,
2016-03-30,10.1,2,15.5,0.001,11.6,4.1,1.6,-4.4,20,39.5,12.5,10.2,-3.6,1320,
2016-03-31,10.4,3.5,18.3,0.001,7.3,3.1,1,-6.9,15,31.8,12.6,9.4,-2.9,1320,
2016-04-01,9.2,0.3,18.1,0.001,7.8,4.4,1.4,-2.3,22,48.4,12.6,10.1,-5.4,1440,
2016-04-04,7,4.5,9.8,0.3,6.6,4.6,1.6,4.2,70,83,12.7,8,3.4,1460,
2016-04-05,10.7,3.4,17.6,0.001,8.7,3.9,1.7,-5.8,11,37,12.8,11.5,-2,1500,
2016-04-06,11.9,4,19.4,4.3,8,5.4,2.2,-2.7,12,43.5,12.8,11.2,-1.3,1520,
2016-04-07,10,6.3,15.8,25.5,7.7,3.4,1.4,6.2,57,79.1,12.9,12,5,1560,
2016-04-08,12.2,3.7,17.8,0.001,13.6,5.5,2.2,-1.7,20,44.4,12.9,12.9,-1.5,1560,
2016-04-11,2.8,0.3,8.3,0.1,6.8,4.6,1.7,0.001,62,82.9,13,7,-0.7,1560,
2016-04-12,10,0.001,17.8,0.001,9.2,5.9,2.5,-1.8,26,49.3,13,10.3,-3.4,1540,
2016-04-14,11.2,3.7,19.8,0.001,11.5,5.5,1.5,2.7,28,61.5,13.1,14.1,-0.7,1520,
2016-04-15,12.1,2.1,19.4,0.001,9.5,6.4,2.5,0.001,21,48.3,13.2,14.5,-1.8,1500,
2016-04-18,8.8,4.6,14.9,5.1,15,6.2,2.9,-2.9,22,47.1,13.3,10.4,1.1,1520,
2016-04-19,9.3,4.6,16,0.001,10.6,3.7,1.7,0.7,22,55.5,13.3,12.8,1.7,1480,
2016-04-20,11.8,6,19.1,0.001,10.4,6.1,2.2,-0.8,16,45.8,13.3,11.4,1.8,1480,
2016-04-21,11.6,7.5,15.3,18.5,7.6,3.1,1,9.3,72,86.5,13.4,11.8,6.4,1489,
2016-04-22,15.9,6.9,22.2,0.001,14.8,6.1,2.3,4.7,26,53.3,13.4,15.7,1.3,1500,
2016-04-25,13.4,1.5,24.1,0.001,7,4.5,1.1,1.3,23,48.8,13.5,15.2,-2.6,1520,
2016-04-26,12.4,6,20.9,0.001,9.3,6.4,2.3,4.7,30,63.8,13.6,16.7,2,1520,
2016-04-27,4.9,4.1,6.2,14,8.5,4,1.8,3.8,81,93.1,13.6,8.4,3.1,1460,
2016-04-28,6.7,2.3,12.4,0.001,11.1,7.2,2.5,1.8,49,72.6,13.6,11,-1.8,1520,
2016-04-29,11,0.4,18.7,0.001,8.5,3.8,1.1,0.4,29,51.5,13.7,13.2,-2.8,1510,
2016-05-02,19.4,14,26.5,0.001,13.4,6.4,3.4,3.5,11,39,13.8,19.5,7.3,1400,
2016-05-03,12.5,6.8,18.2,12,24.4,9.2,5.5,8.5,55,77.3,13.8,15.2,3.9,1360,
2016-05-04,12.4,6.4,18.7,0.8,23.9,9.6,4.9,-1.2,16,41.9,13.8,14.5,4,1260,
2016-05-09,16.3,10.3,24.2,0.001,6.1,4.2,1,6.9,32,56.1,14,20.5,6.2,1140,
2016-05-10,9.5,7.3,14.9,29.2,12.2,4.8,2.2,7.1,55,86.6,14,12.2,6.5,1140,
2016-05-11,12.8,7.1,20.2,1.5,6.5,3.8,1.5,7.3,39,72.4,14.1,17,5.3,1140,
2016-05-12,16.3,6.9,23.8,0.001,10.3,6.4,2.3,7.3,28,59.6,14.1,19.4,1.9,1100,
2016-05-13,10.8,4.1,15.1,0.001,11.8,6.7,2.7,5,43,69,14.1,15.6,-0.1,1080,
2016-05-16,12.5,7.2,17.5,8.5,13.4,4.9,2.2,1.3,26,50.5,14.2,16.6,5.7,1200,
2016-05-17,16.8,6.4,25.3,0.001,10.6,4.5,1.8,2.1,17,42,14.2,20.1,1.2,1220,
2016-05-18,18.2,8.2,28.4,0.001,6.5,4.4,0.9,4.1,13,47.8,14.3,21.6,3.5,1160,
2016-05-19,17,8,27,0.001,7.4,4.3,1,1.3,14,41.8,14.3,22.3,4.5,1180,
2016-05-20,14.8,5.5,24.2,0.001,8.4,4.8,1.5,0.9,17,44.1,14.3,21.2,1.5,1200,
2016-05-23,17.8,4.8,27.2,0.001,7.4,4.7,1.3,2.6,9,43,14.4,22.7,0.9,1140,
2016-05-24,16.4,13.5,19.5,6.6,9.9,5.6,2.9,11.1,41,72,14.4,17.8,10.8,1140,
2016-05-25,17.6,11,24.1,0.001,9.6,4.1,1.9,5.8,20,50.6,14.4,21.8,5.9,1140,
2016-05-26,18.3,13.5,24,0.001,9.2,4.2,1.5,10.9,40,63.5,14.4,21,8.9,1100,
2016-05-27,18.3,10.9,24.9,0.001,6.4,4.4,1.4,8.7,36,55,14.5,24.6,6.1,1060,
2016-05-30,19.9,10.5,27.6,0.001,9.6,4,1.3,8.3,19,52.9,14.5,26.9,5.3,880,
2016-05-31,19.8,14.2,26.5,0.001,10.9,4.4,1.7,8.7,14,51.3,14.5,26.5,8.1,820,
2016-06-01,15.1,8.8,21.7,0.001,8.7,5.1,1.8,4.7,31,53.6,14.6,26.2,4.5,780,
2016-06-02,15.9,6.2,24.2,0.001,6.5,3.6,1.1,5.1,29,52.9,14.6,24.4,2.3,760,
2016-06-03,20.1,12.3,26.1,0.001,8.2,4.6,1.6,8,32,47.1,14.6,23.8,7.1,740,
2016-06-07,17.6,14.5,22.8,0.001,4.2,2.7,0.8,13.8,56,79.5,14.6,22.2,12.2,700,
2016-06-08,17.8,14.4,23.7,0.001,4.7,3.2,0.9,14.4,48,82.3,14.7,21.8,10.5,680,
2016-06-09,18.5,13.7,23.8,0.001,6.6,4.5,1.4,14.7,53,80.4,14.7,25.8,9.6,650,
2016-06-10,21.1,12.8,27.9,0.001,5.9,3.4,1.1,13.1,33,63.9,14.7,27.2,9,560,
2016-06-13,16.9,15.5,20.9,2.1,6.5,4.3,1.6,15.5,73,91.6,14.7,22.6,14.1,580,
2016-06-14,19.1,12.2,25.5,0.2,6.4,4.2,1.4,15.2,36,80.5,14.7,26.4,12.6,560,
2016-06-15,19.2,16.6,24,11.1,9.1,5.8,2.1,15.5,40,81.8,14.7,22.8,14.8,500,
2016-06-16,19.1,16.5,22.5,0.001,8.4,4,1.8,13.1,55,68.8,14.7,20.7,12.6,500,
2016-06-17,21,15.8,26.6,0.001,10.8,5,1.6,12.3,36,59.8,14.7,25.5,12,540,
2016-06-20,21.2,15.8,27.6,0.001,7.4,4.5,1.7,12.9,35,62.8,14.7,27.6,11,600,
2016-06-21,19.8,15.2,25.8,0.001,6,3.6,1.2,15.6,55,78.1,14.7,25.8,12.1,650,
2016-06-22,19.5,15.3,27.6,0.001,7.4,5,1.9,16.3,37,83.6,14.7,27.8,11.8,610,
2016-06-23,22.3,16.3,28.7,0.001,5,3.3,1.2,16.2,46,70,14.7,27.9,16,650,
2016-06-24,19,16.7,22.3,27.4,7.6,3.2,1.1,16.2,69,84.9,14.7,22.1,15.4,660,
2016-06-27,19.4,13.2,26.5,0.001,5.7,3.3,0.8,13.3,35,71.3,14.7,21.2,9.7,640,
2016-06-28,19.3,12.7,26.1,0.001,7.1,4.3,1.2,13.2,46,70,14.7,23.8,9.6,620,
2016-06-29,19.5,13.9,25.4,0.001,5.9,3.7,1.1,14.2,49,73.1,14.7,24.1,11.8,570,
2016-06-30,22.9,16.8,28.6,0.8,9.5,4.4,1.7,16.8,48,70,14.7,26.4,15.7,570,
2016-07-01,22.5,20.1,27.6,71.4,11.3,6.1,2.3,18.7,56,80.6,14.7,23.9,18,570,
2016-07-04,16.9,16.2,17.9,151.5,3.3,2,0.5,16.6,95,98.5,14.7,18.3,15.8,570,
2016-07-05,21.5,16.6,26.9,55.8,12.3,6.1,1.9,18.9,65,86.6,14.6,21.6,16.2,620,
2016-07-06,17,15,20,32.3,6.1,3.7,1.5,16.6,87,97.4,14.6,19.8,14.8,650,
2016-07-07,22.2,15.5,26.8,1.4,11,4.5,1.2,18.1,58,79.4,14.6,23.6,15.2,720,
2016-07-08,22.5,18.1,29.4,0.001,7,4.4,1.2,18.1,47,78.8,14.6,25.9,16.9,720,
2016-07-11,24,18.2,29.6,0.001,6.2,3.5,1,19.6,49,78.5,14.6,28,16.3,700,
2016-07-12,22.5,20.3,26.1,2.9,6.3,3.9,1.4,20.2,69,87.6,14.5,24.9,18.8,740,
2016-07-13,23.5,17.8,29.4,0.001,9,5,1.3,18,46,73.1,14.5,27.5,16.3,840,
2016-07-14,19.5,17.2,22.7,16,11.6,6.6,2,17,73,86.1,14.5,21.8,16.3,840,
2016-07-15,18.5,15.8,21.3,0.001,8.2,4.1,1.8,15.4,72,82.9,14.5,20.9,14.1,840,
2016-07-18,20.8,16.8,27.1,0.001,6,4,1.2,17.2,53,81.5,14.4,24.4,15.6,840,
2016-07-19,19.9,15.3,26.7,0.001,6.9,4.3,1.3,17.7,59,88.6,14.4,24.8,16.8,820,
2016-07-20,19.6,17.5,23.7,0.001,6.1,3.8,1.4,17.9,74,91,14.4,24.4,18.3,790,
2016-07-21,20.8,16.8,27.8,0.001,7.2,4.7,1.4,17.2,46,81.6,14.3,25.8,17.5,760,
2016-07-22,21.7,14.7,29.9,0.001,6.8,4.1,1.4,17,44,77,14.3,28.4,14.1,770,
2016-07-25,23.9,21,27.2,11.9,5.6,3,0.7,21.5,70,87,14.3,25.9,20.2,770,
2016-07-26,25.1,20.7,29.6,0.001,8.7,4.8,2,19.5,53,72.4,14.2,27.5,19.2,780,
2016-07-27,25.8,23.4,29.1,0.001,10.7,5.8,2.7,19.6,55,69.3,14.2,27.4,19.9,780,
2016-07-28,25.6,22.6,30,0.001,7.7,4.7,2,19.4,54,69.8,14.2,28.3,19.3,810,
2016-07-29,24.5,20.1,27.4,0.001,8.5,4.9,1.8,19.8,62,75.8,14.1,25.4,18.3,830,
2016-08-01,23.8,19.4,30.6,0.2,7.8,5.2,1.1,19.7,49,80.8,14,28.2,19.2,1060,
2016-08-02,22.3,20.3,26.8,10.4,6.8,4.7,0.7,20.5,68,90.4,14,25.1,21.2,1140,
2016-08-03,23,19.3,28.7,0.1,8.7,4.8,1.2,20.2,60,85.8,14,27.2,23.3,1160,
2016-08-04,23.2,18.6,29.9,0.001,7.9,5.4,1.3,19.6,55,81.9,14,28,23.8,1120,
2016-08-05,23.8,17,31.8,0.001,6,3.9,1.1,18.5,42,75.3,13.9,28.4,22.2,1180,
2016-08-08,24,20.3,29.5,0.001,8.7,5.6,1.9,20.7,58,83.1,13.8,27.6,23.4,1120,
2016-08-09,22.2,19.4,27.5,1.1,6.7,4.2,1.5,19.5,63,85.9,13.8,26.8,23.8,1180,
2016-08-10,25,19.6,30.5,0.001,5.7,3.5,0.7,20.3,53,78,13.8,28.4,23.8,1280,
2016-08-11,25.6,19.6,32.9,0.001,4.4,3,0.9,21.1,49,78.5,13.7,29,22.5,1320,
2016-08-12,26.4,19.8,34.6,0.001,5.6,2.8,0.8,20.8,40,74.6,13.7,31.1,23.4,1340,
2016-08-16,23.2,20.3,29.3,3.8,5.4,3.3,1.3,18.8,48,78.6,13.6,30.3,24.7,1380,
2016-08-17,22.7,19.3,27.9,0.001,7.9,4.9,1.4,20,62,85.8,13.5,27.3,24.2,1520,
2016-08-18,23.4,19.3,30,0.001,5.8,3.8,1.1,20.2,57,83.4,13.5,28.2,18.1,1520,
2016-08-19,23.3,18.2,29.7,0.001,5.3,3.7,1,18.3,35,76.3,13.5,29.4,17.3,1560,
2016-08-22,22.2,17.7,27.9,0.001,7.4,4.6,1.5,18.5,58,80.6,13.4,29.4,15.8,1780,
2016-08-23,21.4,17.4,27.4,0.001,5.2,3.3,1.1,17.5,50,79.9,13.3,26.4,15,1820,
2016-08-24,21.9,15.8,29.8,0.001,5.3,3.6,1.1,16.3,35,73.9,13.3,28.7,14.2,1820,
2016-08-25,23.9,15.8,31.5,0.001,8.1,3.6,1.2,16.4,34,67,13.2,31,14.1,1840,
2016-08-26,15,13,21.2,22.9,13.6,8.1,2.3,12.9,69,87.9,13.2,25,11.9,1920,
2016-08-29,13.8,12.3,16.5,13.3,13.8,7.4,3.5,10.5,69,81.4,13.1,14.2,10.5,2000,
2016-08-30,15.1,12.1,17.6,1.7,8.1,4.3,1.3,11.4,62,79.5,13.1,15.8,10.8,2160,
2016-08-31,15.4,13.4,17.3,6.9,20.1,7.9,5,11,61,76,13,14.6,11.5,2300,
2016-09-01,21.1,16.9,25.4,0.001,12.7,5.8,2.7,14.6,52,67.4,13,20.5,14.2,2380,
2016-09-02,16.9,15.7,20,16.4,9,5,1.2,15.9,76,94.1,12.9,18,15.1,2340,
2016-09-05,20.5,18.3,24.8,4.3,4.1,2.8,0.7,19.2,74,93.1,12.8,22.6,17.7,2300,
2016-09-06,20.4,15.5,27.3,0.001,5.3,3.6,0.9,15.1,34,75.6,12.8,21.8,12.3,2260,
2016-09-07,18.5,13.5,24.4,1.5,6.6,4.1,1.1,15.1,48,82.8,12.7,21.3,10.2,2220,
2016-09-08,17.7,16.1,23.6,3.9,7.3,4.6,1.4,16,59,90.5,12.7,20.6,15.2,2300,
2016-09-09,18.2,15.2,23,6.7,6.2,4.3,1.1,16.1,60,88.5,12.7,21.4,15,2140,
2016-09-12,16.8,15.6,18.3,0.4,4.3,3,0.8,16,86,95.4,12.5,18.6,14.1,2100,
2016-09-13,17.2,12.9,21.9,0.001,6.7,4.3,1.3,14.9,58,87.6,12.5,21.3,13.3,2300,
2016-09-19,13.2,11.7,14.4,12.5,10.8,4.9,2.7,11.5,83,90,12.3,14.8,9.5,1980,
2016-09-20,13.2,11.2,16.3,0.001,12.2,5.8,3,9.2,55,77.8,12.2,15.8,9.1,2020,
2016-09-21,13.8,11.6,17.6,0.001,6.5,4,1.9,9.9,55,78.8,12.2,15.6,9.2,2040,
2016-09-22,13.4,10.7,16.9,0.001,5.1,3.4,0.8,11.1,73,86.9,12.2,14.9,7,2000,
2016-09-23,14.5,8.4,21.3,0.001,5.3,3.8,1,11.9,53,85.9,12.1,17.7,8.9,1960,
2016-09-26,15.4,10.8,22.5,0.001,5.8,2.8,0.4,12.5,48,83.9,12,16.3,8.8,1980,
2016-09-27,17.9,13.9,22,0.3,6.1,2.2,0.3,16.7,76,93.1,12,17.9,13.2,1980,
2016-09-28,17,12.7,21.9,2,7.3,4.7,1.8,14.6,61,87.1,11.9,18.9,12.5,1960,
2016-09-29,11.9,10.8,13.1,1.1,6.7,2.9,1.5,10.3,80,90.3,11.9,14.8,10.5,1860,
2016-09-30,14.1,11,17.9,0.001,3.9,2.6,0.8,12.3,74,89.8,11.8,14.6,8.8,1860,
2016-10-04,14.7,8.9,19.8,0.001,8,4.6,1.4,12,58,84.6,11.7,16.6,4.7,1780,
2016-10-05,14.6,13.2,16.5,31.6,10.5,5.7,1.9,12.9,73,89.8,11.6,14.9,8.9,1660,
2016-10-06,14,9.3,19.9,0.001,9,5.7,1.3,11.8,52,88.5,11.6,16,4.6,1600,
2016-10-07,13.5,11.1,16.1,8,5.8,3,1.5,11.3,67,87.5,11.6,15.4,10.9,1480,
2016-10-10,8.7,4.3,14.5,0.001,5.2,3.5,1,5.3,59,80.5,11.5,12.7,1.8,1260,
2016-10-11,10.5,5,17.4,0.001,6.4,2.9,0.8,5,38,73.4,11.4,12,2.1,1160,
2016-10-12,10.6,6.4,14.8,0.001,6.7,4.5,1.4,7,57,79.9,11.4,12.5,2.2,1040,
2016-10-13,11,5.6,19.7,0.001,5.2,2.8,0.7,3.6,19,66.9,11.3,13.3,2.8,960,
2016-10-14,10.6,3.9,19.5,0.001,5.9,4,0.8,6.1,42,77.3,11.3,12.3,0.1,1000,
2016-10-17,14.6,8.4,22.3,0.001,7,4.4,1.1,10.5,39,78.5,11.2,15,4,1000,
2016-10-18,12.1,5.7,18.8,0.001,5.1,3.5,1,9.7,55,86.6,11.1,13.4,1.7,1000,
2016-10-19,14.1,9.1,21.6,0.001,6.1,3.6,1.1,9,36,75.3,11.1,15.8,5.1,940,
2016-10-20,11.5,6.9,17.9,0.001,11.8,7,1.7,8.7,46,84.1,11.1,12.4,1.3,880,
2016-10-21,10,9.6,10.6,1.4,4.1,2.7,1.2,8.9,89,93.5,11,11.1,8.1,880,
2016-10-24,7.6,1,15.7,0.001,6.5,3.6,1.1,3,37,77.5,10.9,9.7,-2,800,
2016-10-25,10.6,6.9,15,18.4,13.8,7.5,2.7,7.9,44,84.6,10.9,10.4,1.7,800,
2016-10-26,9.3,2.6,17.6,0.001,6.7,4.2,1,3.6,27,73.4,10.9,10.5,-2.3,800,
2016-10-27,9.8,3.9,14.9,0.001,4.1,2.7,1,6.6,58,82,10.8,10.8,-1,740,
2016-10-28,9.5,8.1,11.9,5,6.5,3,0.8,7.8,70,89.4,10.8,10.1,3.8,740,
2016-10-31,6.1,2.2,8.8,0.001,8.6,4.7,1.9,-3.2,21,54,10.7,5,-3.1,740,
2016-11-01,0.9,-3.2,8.1,0.001,10.3,5.5,1.4,-9.1,15,51.1,10.6,2.7,-9.4,710,
2016-11-02,0.8,-5.9,7.3,0.001,8.6,4.3,1.2,-9.9,8,51.5,10.6,1.7,-11.3,700,
2016-11-03,4,0.001,8.8,0.001,10.4,3.5,1.4,-2.8,40,62.4,10.6,4.3,-3.9,700,
2016-11-04,7.6,-0.2,13.1,0.001,11.7,6.1,2.4,1,35,65.1,10.5,5.8,-4.2,690,
2016-11-07,8.6,5.5,11.1,0.2,10.6,5.5,2.7,6,69,84.6,10.4,9,5.6,660,
2016-11-08,5.2,-0.8,9.1,1.2,12.3,4.1,1.6,-0.8,39,66.6,10.4,7,-4.1,680,
2016-11-09,1.1,-2.5,8.2,0.001,6.4,4.3,1.4,-3.8,22,73.1,10.4,3.3,-5.2,740,
2016-11-10,4.1,-1.7,9.3,0.001,6.8,4.1,1.3,-0.2,38,75.1,10.3,4.2,-3.8,720,
2016-11-11,4.9,0.5,9.1,0.001,13.6,4.7,1.7,-1.6,37,64.3,10.3,4.6,-3.1,740,
2016-11-14,12.3,4.7,16.4,0.001,9.4,4.6,2,8,59,76,10.2,8.9,1,740,
2016-11-15,5.7,-1.3,12.2,0.001,7.2,5.3,1.6,0.001,22,68.6,10.2,5.3,-5,740,
2016-11-16,3.4,-3.3,12.5,0.001,8,3.9,0.9,-6.3,12,55.4,10.2,1.9,-7.4,800,
2016-11-17,3,-2,11.5,0.001,5.3,3.6,0.9,-2.7,31,68.9,10.1,2.5,-5.4,820,
2016-11-18,7.4,-1.4,15.2,4.5,8.8,4.1,1.5,1.5,29,71.3,10.1,3.4,-5.6,980,
2016-11-21,5.6,0.8,10.1,0.001,6.5,4.3,0.9,3.2,69,85.8,10,4.8,-3,1020,
2016-11-22,2.7,-0.4,6,0.001,7.8,3.4,1.2,-0.6,51,80,10,4.4,-1.1,1000,
2016-11-23,-0.5,-4,2.4,0.001,6.1,4,1.6,-3.6,42,80.6,10,2.2,-8,1020,
2016-11-24,-3.2,-6.9,2.5,0.001,9.9,4.7,1.3,-18.3,11,31.1,10,-2,-10.8,1040,
2016-11-25,-3.1,-7.7,2.1,0.001,8.7,3.5,1.4,-12.8,29,48.5,9.9,-2.7,-10.3,1040,
2016-11-28,-0.2,-4.1,5.3,0.001,8.6,3.6,1.3,-9.4,24,52.1,9.9,-1.6,-8.6,1040,
2016-11-29,-1.3,-7.3,5.1,0.001,6.6,4.3,1.1,-6.3,35,71,9.8,-2,-10.2,1040,
2016-11-30,3.6,0.3,5.9,0.3,10.8,5,1.6,1.3,67,86,9.8,0.5,-0.5,1020,
2016-12-01,1.9,-2.7,5.2,0.001,15.6,4.8,2.5,-8.8,24,46.9,9.8,0.6,-7,1040,
2016-12-05,4.4,0.4,7.4,0.1,12.7,4.8,2.4,-1.3,53,66.6,9.7,0.5,-2.7,1020,
2016-12-06,-2.6,-7.8,2.4,0.001,9.7,4.3,1.4,-14.1,17,44.4,9.7,-2.6,-11.1,1000,
2016-12-07,-2.2,-8.7,3.8,0.001,9.7,5,1.2,-7.9,55,65.4,9.7,-2.5,-11.3,940,
2016-12-08,-1.5,-8.2,4.2,0.001,8.8,5.2,1.7,-8.4,28,63.6,9.7,-2.7,-11.5,940,
2016-12-09,-0.3,-5.3,3,0.6,10.9,4.6,1.9,-6.7,43,63.3,9.7,-1.5,-9,880,
2016-12-12,2.8,-6.9,6,0.001,9.7,6.3,2.1,-7.1,15,50.3,9.7,-1.8,-12,920,
2016-12-13,2.5,-0.5,6.9,0.2,8.5,5.6,1.6,-1.2,52,77.8,9.6,-0.1,-4.1,900,
2016-12-14,-2.1,-4,0.4,3,6.5,3.7,1.2,-3.2,86,91.6,9.6,-1.2,-1.8,880,
2016-12-15,-6.1,-10.1,-2.6,0.001,9.1,3.8,1.2,-12,38,65,9.6,-1.5,-5.2,880,
2016-12-16,-7.3,-13.7,-2,0.001,10.2,4.2,1.6,-18.5,15,45.9,9.6,-2.1,-7.4,960,
2016-12-19,3.9,-0.4,8.3,0.1,6.4,3.7,1.1,1.5,54,84.6,9.6,0.5,-3.5,920,
2016-12-20,2,-2.6,9.5,0.001,5.4,3.7,0.8,-0.2,56,86.6,9.6,0.7,-7.5,900,
2016-12-21,3.7,-4.7,12.1,30.3,9,6,0.9,1.5,45,88.4,9.6,2.3,-9,950,
2016-12-22,6.6,0.4,13.3,21.2,13.6,5.7,2.6,3.5,68,80.8,9.6,6.9,0.3,930,
2016-12-23,-3.5,-6.6,0.5,0.001,9.2,3.9,1.6,-7.2,62,75.4,9.6,-1,-7.5,900,
2016-12-26,1.2,-0.3,4.4,5.8,6.3,4,0.8,-1.5,48,83.8,9.6,-0.4,-1,920,
2016-12-27,-3.2,-7.5,-0.1,1.1,2.6,1.3,0.001,-5.8,70,82.1,9.6,-0.9,-3.6,920,
2016-12-28,-4.6,-10.2,1.4,0.001,9.4,5.1,1.4,-13.7,27,54.3,9.6,-1.3,-5.4,920,
2016-12-29,-5.6,-9,-2.4,0.001,10.3,4.2,1.6,-14.6,30,50.3,9.6,-1.5,-7.3,920,
2016-12-30,-5.5,-12,-0.4,0.001,11.9,6.4,1.9,-15,17,50.4,9.7,-2.6,-9,900,
2017-01-02,2.1,-3.4,5.2,0.001,11.2,4.4,1.7,-3.5,57,66.3,9.7,-1,-6,960,
2017-01-03,1,-2.7,5.8,0.001,9.9,3.9,1.7,-10.5,16,44.5,9.7,-1.7,-5.9,1000,
2017-01-04,0.6,-4,7,0.001,8.9,3.9,1.4,-7.3,22,58.8,9.7,-1.5,-6.8,1040,
2017-01-05,-1.7,-5.1,0.7,0.001,6.8,3.1,1,-2.7,83,92.4,9.7,-1.9,-7.5,980,
2017-01-06,-0.3,-4.4,5.1,0.001,4.8,3.2,0.8,-2.9,58,84.3,9.7,0.1,-7.3,940,
2017-01-09,0.3,-3.5,3.8,0.3,10.8,3.4,1.7,-6.1,41,63,9.8,0.7,-7.1,940,
2017-01-10,-4.9,-7.9,-1.2,0.001,11.8,3.4,1.6,-14.9,37,45.4,9.8,-4.5,-10.2,940,
2017-01-11,-7.1,-11.2,-2.1,0.001,14.4,4.7,1.9,-18.7,26,39.6,9.8,-5.3,-13.2,1000,
2017-01-12,-4.1,-7.5,-0.3,0.001,14.2,5,2.7,-14.3,27,46.9,9.8,-4.5,-9.5,1000,
2017-01-13,-8.3,-10.5,-4.7,0.001,14.1,6.8,2.4,-16.3,30,53.6,9.9,-6.9,-13.1,1000,
2017-01-16,-7.8,-13.3,-1.7,0.001,8.5,5.2,1.5,-12.8,46,68.5,9.9,-6.1,-17,1040,
2017-01-17,-5.5,-13.5,3.2,0.001,6.7,3.5,0.8,-16.1,12,51.5,9.9,-6.4,-18.3,1020,
2017-01-18,-3.3,-7.8,0.6,0.001,8.2,4.1,1.6,-10.7,31,57.8,10,-4.6,-13,1000,
2017-01-19,-3.6,-10.4,4.4,0.001,6.5,4.2,0.9,-12.8,18,54.8,10,-3.9,-15.2,980,
2017-01-20,-5.9,-10.7,-2,2.9,11.5,5.3,1.5,-9.8,43,73.8,10,-4.3,-10.3,980,
2017-01-23,-11.1,-16,-5.9,0.001,9.9,4.5,1.6,-20.5,28,46.9,10.1,-5.4,-13.7,1080,
2017-01-24,-9,-13.9,-3.1,0.001,6.1,2.9,1.1,-21.1,19,39.6,10.1,-6,-15.5,1080,
2017-01-25,-8.9,-16.3,0.9,0.001,7.9,3.1,0.8,-19.8,9,50.5,10.2,-6.6,-16.9,1080,
2017-01-26,-4.4,-15.8,4.6,0.001,13.1,6.1,2,-15.9,20,46,10.2,-5.9,-16.3,1080,
2017-01-31,-6,-13.5,1.3,0.001,13.1,4.1,1.4,-17.8,12,48.5,10.3,-4.7,-16.4,1080,
2017-02-01,-5,-8,-0.8,0.001,11.5,4.5,2.1,-17.1,9,40.5,10.4,-4.2,-13,1020,
2017-02-02,-3.8,-10.3,0.9,0.001,15.2,6.6,2.4,-18.3,15,34,10.4,-5.3,-15.7,1040,
2017-02-03,-0.7,-7.6,5.8,0.001,9,3.6,1.8,-14.2,12,38.5,10.4,-4.1,-14.1,1020,
2017-02-06,-4,-7.5,-0.3,0.001,9.5,4.6,2,-11.9,39,55.1,10.5,-1.3,-9.6,1020,
2017-02-07,-4.4,-11,3.6,0.001,5.8,4.3,0.6,-10.6,28,64.6,10.6,-2.7,-12.2,1020,
2017-02-08,-3.3,-9.7,3.7,0.001,6.7,3.6,1,-13.1,10,52.8,10.6,-2.4,-11.5,1020,
2017-02-09,-7.2,-11.1,-3.3,0.001,10.6,4.4,2,-15.4,37,52.3,10.6,-3.2,-12.4,1020,
2017-02-10,-10.1,-12.8,-5.9,0.001,10.2,4.1,1.9,-18.2,33,52.6,10.7,-6.1,-14.6,1020,
2017-02-13,-3.1,-8.9,1.7,0.001,10,4.2,1.5,-14.4,23,44,10.8,-2.8,-13,1020,
2017-02-14,-3,-9.8,4,0.001,6.2,3.6,0.9,-11,30,57.8,10.8,-2.1,-14.8,960,
2017-02-15,0.4,-8.1,7.5,0.001,8.3,3.8,1.5,-12.6,15,40.8,10.9,-1.4,-12.1,960,
2017-02-16,6.5,0.2,10.4,0.001,17.6,6.6,3.8,-8.6,9,40.5,10.9,2.1,-2.7,960,
2017-02-17,3.3,-3.8,7.8,4.2,16.6,5.2,2.2,-5.1,31,57.1,10.9,3.1,-6.7,900,
2017-02-20,-0.3,-5.5,3.5,4.6,12.8,6.8,2.9,-7.3,30,61.8,11,0.8,-6.8,1030,
2017-02-21,-2.5,-9.8,4.4,0.001,7.1,4.2,1.7,-11.8,28,51.5,11.1,-0.9,-10.5,1060,
2017-02-22,0.8,-1.9,2,3.9,7.8,4.3,1.4,-1.6,62,85.3,11.1,-1.1,-3,1020,
2017-02-23,-2.1,-6.2,2,0.001,8.9,3.7,1.4,-8,45,64.9,11.2,0.7,-7.3,1020,
2017-02-24,-4.3,-9.9,0.4,0.001,9,3.5,1.5,-13.9,27,50.5,11.2,-1.2,-10.5,1020,
2017-02-27,-1.1,-7.4,6.6,0.001,6.8,3.6,0.9,-5.4,30,76.4,11.3,0.8,-11.5,1000,
2017-02-28,1.3,-4.9,8.3,0.001,7.1,3,0.9,-7.9,25,55.5,11.3,1.7,-8.4,1000,
2017-03-02,-0.2,-2.8,2.7,0.001,9.5,4.3,1.4,-3.5,59,78.8,11.4,-0.4,-4.5,1000,
2017-03-03,1.2,-6.4,6.7,0.001,7.3,3.3,1.4,-9.8,27,46,11.5,1.4,-8,960,
2017-03-06,-1.3,-5.8,2.5,0.001,9.4,4.5,1.8,-12.1,26,45.3,11.6,1.8,-7.2,960,
2017-03-07,-4.9,-7.5,-0.7,0.001,11.1,4,1.9,-16.8,22,40.9,11.6,-1.6,-8.8,960,
