일자,평균기온,최저기온,최고기온,일강수량,최대순간풍속,최대풍속,평균풍속,평균이슬점온도,최소상대습도,평균상대습도,가조시간,평균지면온도,최저초상온도,배추평균가격,
2017-03-08,-4.2,-8.7,0.1,0.001,12.4,4.7,2.1,-12.8,33,51.9,11.7,-2,-10.2,960,
2017-03-09,-0.4,-5.9,4.9,0.001,15,6.1,2.4,-10.9,32,46.1,11.7,-0.1,-7.4,960,
2017-03-10,0.4,-4.9,6.7,0.001,10.3,4.2,1.4,-12.3,22,40.1,11.7,1.1,-7.8,960,
2017-03-13,2.7,-1.7,8.2,0.001,8.5,5.6,1.8,-3,39,67.4,11.9,3.3,-4.7,930,
2017-03-14,-1.9,-5.8,4.5,3.3,10,7.4,1.5,-4.6,53,82.9,11.9,-1.2,-8.2,930,
2017-03-15,-2,-7.8,4,0.001,7.1,4.8,1.3,-5.8,50,76.8,11.9,1.4,-6.7,930,
2017-03-16,0.8,-6.4,9.4,0.001,8.9,4.2,1,-6,23,66.6,12,2.3,-8.6,950,
2017-03-17,2.4,-4.9,11.5,0.001,7.9,5,1,-6,16,59.3,12,2.8,-8.1,950,
2017-03-20,4.9,-3.9,11.6,0.001,6.5,3.6,1.2,-9.1,14,40.4,12.1,2.1,-5,950,
2017-03-21,0.9,-4,5.6,2.3,9.1,5.9,1.8,-2.5,46,80.3,12.2,1.6,-4.4,950,
2017-03-22,3.2,-5.3,10.1,0.001,7.7,3.1,1.1,-8.1,21,51,12.2,3.8,-4.9,930,
2017-03-23,3,-0.5,10.3,0.001,10.6,7,1.9,-4.1,23,63.1,12.2,4.1,-2.6,890,
2017-03-24,2.8,-0.2,7.8,0.001,6.5,4.5,1.3,-2.6,34,68.9,12.3,5.1,-1.6,930,
2017-03-27,1.5,0.2,5.4,0.6,7.6,3.5,1.4,-2.5,53,74.6,12.4,2.4,-1.3,990,
2017-03-28,3.3,-2,8.3,0.001,7.5,3.7,1.3,-4.6,29,58.5,12.5,5.8,-3.1,950,
2017-03-29,5.9,-1.5,12.2,0.001,7.9,4.3,1.3,-7.3,15,41.6,12.5,8.8,-3,930,
2017-03-30,6.5,-1.2,15.4,0.001,7.2,4.6,1.5,-2.4,17,56.9,12.5,10.4,-3.2,930,
2017-03-31,1.5,0.001,4.1,2.6,4.7,2.3,0.7,0.3,78,92,12.6,2.8,-0.1,930,
2017-04-03,9.5,3.4,16.3,0.001,11.5,4.5,2,-6.1,18,34.6,12.7,11.2,-1.3,930,
2017-04-04,10.7,0.8,18.5,0.001,8.8,5.1,1.2,-4.1,11,40,12.7,11.9,-2,930,
2017-04-05,10,6.2,13.8,8.1,12,6.6,2.4,2.8,31,64.1,12.8,8.9,4.3,910,
2017-04-06,11.4,7.6,13.1,6.7,13.1,5.8,3.1,7.3,63,76.9,12.8,9.9,3.7,870,
2017-04-07,10.5,1.8,18.4,0.001,6.9,4.2,1.2,4.9,45,71.8,12.9,13.8,0.001,850,
2017-04-10,6.6,1,14.7,0.001,8.6,4.7,1.5,-4.3,17,50.6,13,11.9,0.6,800,
2017-04-11,8.3,3.3,14.5,20.5,9.6,4.5,1.4,2.8,44,70.9,13,9.8,4.4,840,
2017-04-12,8.2,3.3,13.4,0.001,13,5.9,2.6,-8.4,15,35,13,11.2,1.5,750,
2017-04-13,9.9,0.8,15.9,0.001,14.3,4.9,2.2,-5.1,14,37.1,13.1,11.9,-1.9,740,
2017-04-14,11.3,4.5,16.8,0.9,18.1,8.6,3.8,-1.2,21,47,13.1,12.6,1.2,740,
2017-04-17,9.6,7.1,14.2,21,10.6,5.1,1.5,4.9,38,75.1,13.2,9.2,7.3,720,
2017-04-18,10,4.6,16.4,8.6,14.3,6.3,2.6,4.4,52,69.8,13.3,13.9,3.1,720,
2017-04-19,9.7,4.1,15.6,0.001,15.8,5.4,2.2,-2.7,23,43.9,13.3,12.2,1.9,740,
2017-04-20,10.2,6,15.2,0.001,9.3,4.3,1.5,-1.2,30,46.4,13.3,10.1,4.9,740,
2017-04-21,8.4,2.4,15.8,0.001,11.6,6.2,1.9,1.9,22,69.4,13.4,12.1,1.2,740,
2017-04-24,13.7,5.8,19.8,0.001,13.1,6.6,2.5,-2.9,11,34.4,13.5,16.6,2.6,740,
2017-04-25,14.4,10.4,19.7,0.001,14,6.8,3.3,2.9,26,47.8,13.5,17.2,7.2,710,
2017-04-26,9.5,4,14.3,0.001,10.1,5.3,1.5,1.8,41,59.8,13.6,14.7,3.6,700,
2017-04-27,8.4,-0.3,14.7,0.001,10.7,6.2,1.5,-4.8,21,43.3,13.6,11.8,0.001,700,
2017-04-28,12.6,4.4,18.8,0.001,17.1,7.1,2.9,-4.2,18,33.4,13.6,15.1,1.9,680,
2017-05-02,14.1,3.8,23.5,0.001,7.5,3.8,1.1,2.3,21,50.4,13.8,21.4,3.4,535,
2017-05-04,17.2,7.3,24.6,0.001,7.3,4.7,1.4,4.3,20,45.6,13.8,22,5.5,550,
2017-05-08,18,11.3,23.8,0.001,10.9,3.9,1.9,-0.6,15,29.6,14,23.1,5.7,565,
2017-05-10,12.3,10,14.5,0.5,7,2.8,1,9,68,81.3,14,13.2,9.5,565,
2017-05-11,15,8.2,19.5,0.001,8.1,4.3,1.6,9.2,51,69.5,14.1,17,7.3,400,
2017-05-12,15.9,10.8,19.7,0.001,15,8.1,2.5,9.1,37,65.5,14.1,16.5,9.6,400,
2017-05-15,11.9,8.5,15,0.001,13.2,4.5,1.8,4.5,52,60.8,14.2,17.9,6.3,370,
2017-05-16,12.4,7.5,16.5,0.001,4.8,3,1.1,7.3,47,72.4,14.2,18.4,6.5,380,
2017-05-17,13,6.9,20.4,0.001,7.9,5,1.5,7.2,37,71.9,14.2,20.5,6.1,380,
2017-05-18,17,7.1,24.1,0.001,8.7,4.4,1.4,7,35,56.1,14.2,24.9,5.9,370,
2017-05-19,20.6,15.4,27.3,0.001,10.3,4.3,2.1,3.5,23,33.8,14.3,28.3,11.1,390,
2017-05-22,16.3,9.6,24.2,0.001,8.5,5,1.6,9.9,37,69,14.3,27,8,430,
2017-05-23,16.6,9.8,23.5,0.001,9,4.6,1.1,9.4,35,65.6,14.4,22.6,9.1,430,
2017-05-24,14.9,12.2,22.2,3.4,6.1,4.2,1.1,12.7,57,88.1,14.4,20.3,14.1,430,
2017-05-25,15.7,7.7,25.1,0.001,13.7,6.4,2.5,5.5,22,60.6,14.4,25.4,10.4,430,
2017-05-26,9.7,4.2,16.2,0.001,8.5,5.3,1.7,4.1,42,71,14.4,16.3,5.2,430,
2017-05-29,23.9,17.9,30.8,0.001,10.2,4.1,2.3,10.2,24,43.5,14.5,30.9,14,350,
2017-05-30,21.5,15.8,26.9,0.001,11.1,5.5,2.1,7.9,29,42.9,14.5,24.7,14.9,390,
2017-05-31,19.1,13.6,27.2,0.001,8.3,5.3,1.1,9.7,33,57.4,14.5,27.9,13.5,370,
2017-06-01,15.4,9.4,21,8.7,13.5,8.5,1.6,11.6,59,79.9,14.5,19.5,12.5,360,
2017-06-02,12.9,7.1,19.3,0.001,8.4,5.1,1.9,6.3,31,67.8,14.6,21.8,8.5,390,
2017-06-05,13.7,7.9,20.5,0.001,8.5,5.4,1.6,8.6,36,74.1,14.6,22.2,8.3,430,
2017-06-07,15.6,12.4,18.9,1.5,11.2,5.6,2.4,13.7,77,88.6,14.6,16.4,14.2,520,
2017-06-08,17.9,13.5,23.8,0.001,9.4,4.8,2,8.7,36,56.6,14.7,21.9,10.6,520,
2017-06-09,19.9,13.9,24.5,0.001,13.3,6.5,2.7,6.1,25,41.8,14.7,22.4,10.2,530,
2017-06-12,11.9,5.3,18.3,0.001,8.3,5.3,1.7,7.7,48,77.1,14.7,19.2,4.6,470,
2017-06-13,13,7.3,21.9,13.7,11.9,7.4,1.1,9.6,41,83,14.7,17.5,6.8,450,
2017-06-14,17.1,8.2,24.3,0.001,10.2,3.6,1.3,9.3,35,64.3,14.7,21.2,10.4,450,
2017-06-15,19.7,14.5,28.5,0.001,8.5,4.9,1.9,10.7,33,59.9,14.7,24,12.1,440,
2017-06-16,17.4,11.3,24.1,0.001,7,4.2,1.5,11.8,46,71.9,14.7,24,11.5,430,
2017-06-19,22,14,31.5,0.001,9.6,5.6,1.2,13.7,30,63.5,14.7,27.4,12.9,470,
2017-06-20,20.9,13.5,27.2,0.001,6.9,3.9,1.3,13.2,41,63.9,14.7,25.5,12.7,470,
2017-06-21,19.6,15.5,26.2,0.001,8.2,5,1.3,13.9,43,70.5,14.7,24.3,15.8,470,
2017-06-22,20.6,14.3,26.9,0.001,7.8,3.4,1.1,11.2,30,58,14.7,26.6,12.5,530,
2017-06-23,20.3,13,27.8,0.001,6.6,4.2,1.1,12.4,38,63.8,14.7,25.7,12.3,580,
2017-06-26,17.1,14,22,0.001,6.9,4.9,1.1,14.7,64,86.6,14.7,20,15.4,550,
2017-06-27,19.2,13.7,26.2,16.2,6.6,4.3,1,16.1,52,84.3,14.7,22.4,14,560,
2017-06-28,19.9,16,25.6,57.8,6.3,3.9,0.9,17.5,60,87.6,14.7,22.7,17.2,560,
2017-06-29,20.9,16.7,27.1,0.001,6.4,3.8,0.9,17.7,49,83.9,14.7,23.4,17.7,560,
2017-06-30,22.8,15.1,29.6,0.001,6.5,3.5,1,16.1,40,69,14.7,25,16.8,540,
